"complaint","category"
"coba tindak tegas masyarakat yang bakar sampah sembarang, di daerah tempat tinggal saya orang bakar sampah setiap hari pagi siang sore malam setiap hari apalagi akhir pekan 24 jam nonstop asap gak berhenti ngebul sesak dada saya terasa panas di dada dan hidung",sampah
tidak ada tindakan tegas untuk masyarakat pembakar sampah di daerah gunung sindur. asapnya ke masyarakat dan dinas ini sendiri juga hirup. kog bisa diem aja 😌 kenakan denda dong. lumayan kan buat pemasukan negara + jadi bersih udaranya …,sampah
"assalamualaikum mohon kepada dlh bogor melakukan tinjauan dan bimbingan kepada krl dan bank sampah kami,ciber cicadas berseri.terutama untuk bimbingan melakukan caranya membakar sampah agar ramah lingkungan. yg kami lakukan memungut sampah atau membersihkan sampah yg ada berserakan di lingkungan kami.kami hanya bisa membakarnya namun kami sadar hal tersebut tidak efektif dikala masih ada asap yg mencemari lingkungan walau lokasi kami aga jauh dari pemukiman.sebenarnaya masih ada cara untuk tidak adanya asap pada tungku pembakaran kami.namun keterbatasan biaya yg rasa kami belum bisa mewujudkannya.untuk itu kami sangat membutuhkan bantuan dana, alat dan bimbingan untuk penunjang hal ini.mohon maaf jika ada salah kata dan menyinggung. terimakasih atas segala perhatiannya.",sampah
"retribusi dari penanggungjawab ke dlh lancar. penarikan sampah suka suka.
akhirnya jadi bikin pencemaran..
komplain ke siapa? tanya supir alesan mobil mogok lah, sakit lah, macet lah, ada aja tiap minggunya heran deh.",sampah
setiap lebaran petugas sampah dlh kab bogor libur sampe seminggu lebih. kinerjanya parahhhhhh.,sampah
"dinas dlh tolong di tangani supir2 sampah yg bawa pulang mobil sampah jangan parkir di pemukiman, di  saya mobil sampah parkir di depan rumah sehari semalam ganggu jalan juga jadi sempit dan bau nya juga ganggu",sampah
"yth dlh, mohon bantuannya dilingkungan perumahan kami terdapat tempat pembuangan & pembakaran sampah yg dilakukan oknum pejabat. mohon untuk disidak lokasi di perumnas 1 desa cibunar parungpanjang",sampah
"mohon bantuannya dlh untuk disidak lokasi di perumnas 1 desa cibunar parungpanjang.
dilingkungan perumahan terdapat tempat pembuangan & pembakaran sampah. thanks",sampah
"tolong donggss.. diperhatikan utk segera mengambil sampah2 di bojonggede, khususnya cimanggis.. sudah 1 minggu sampah tidak diambil, kumuh, bau dan sudah ada belatungnya. bgaimana mau hidup sehat jika lingkungan sperti itu?",sampah
"mohon ditanggapi dan bantuan dari dlh kab. bogor, perumahan kami di kec. tonjong, kel. tajur halang, berdekatan dengan perternakan ayam yang sering kali kami sebagai warga terdampak gangguan dari adanya kegiatan tersebut, diantaranya bau yang mengganggu, lalat yang banyak serta tidak adanya penanganan yang baik. banyak warga yang khawatir terjadi gangguan kesehatan dari dampak tersebut.
mohon bantuan & solusi dari dlh bagaimana kami menyampaikan keluhan sehingga dapat ditanggapi & direspon sehingga gangguan yang berdampak kesehatan bagi warga sekitar tidak lagi kami rasakan.
sebelumnya kami ucapkan terima kasih",limbah
mohon untuk pengambilan sampah di daerah pengasinan gunung sindir sudah 3 minggu tidak di ambil ambil bayar retrubusi sudah,sampah
"ongkos armada pengangkatan sampah nya suka ada kendala dan ongkos untuk pengangkutan supir armada suka minta naik terus.., sebetulnya ada patokan ongkos angkut nya ga",sampah
"dinas lingkungan hidup dan dinas kebersihan kabupaten bogor, mohon di perhatikan dan di tindak warga yg buang sampah di sepanjang aliran sungai dimulai deket pasar ciluer deket jalab raya bogor, trima kasih",sampah
"tolong untuk petugas pengangkut sampah daerah cimanggis ramah lah, ditanya ga dijawab, malah ngomongin hal buruk tentang sampah orang. terdengar apa yang kalian obrolin. ditegur malah ga direspon.",sampah
karna di dlh ada program yg sangat bagus yaitu kampung ramah lingkungan (krl) jadi..lingkungan kita selalu hidup deh.. hehe.,others
"utk konten beritanya agar lebih update lagi, karena buat kami di bawah, ini bisa jadi sebuah referensi atau rujukan informasi.",others
ada no. tlp yang bisa dihubungi? karena no. tlp yg tertera tidak bisa dihubungi. mohon bantuannya,others
selamat pagi yg terhotmat kepala dinas kebersihan kab bogor mohon di perhatikan sampah di citereup itu sangat parah warga buang sampah di sembarang tempat sepanjang jalan d penuhi sampah karena tidak adanya tempat pembuangan sampah mohon tindakannya untuk menertibkan terimakasih,sampah
"assalamualaikum bapak/ibu yth bappeda kota bogor.
mohon maaf saya mau tanya, pasukan orange yang menyapu dan mengambil sampah di daerah ciomas kabupaten bogor.
apakah kami harus bayar ke pasukan orange yang menyapu tersrbut supaya di bawa sampah kami.
soalnya tadi pagi jam 06.15 wib saya tanya ke bapak pasukan orange yang selalu menyapu dan mengangkut sampah di depan toko kami jualan.
kenapa sampah ini tidak di bawa ya pak? kata saya kepada bapak tersebut.
bapak tersebut bilang ""bayar nggak?"" kalau bayar saya bawa sekarang,kalau tidak bayar besok besok saya bawa.
yang saya tanyakan,apakah kami harud bayar ke bapak tersebut.
kejadian ini di daerah jl. raya ciomas reteg depan perumahan bukit asri. kelurahan padasuka kabupaten bogor. tgl 1 november 2021
mohon informasinya bapak/ibu.
terimakasih",sampah
"kantor dinas berada di jalan paledang, seberang gumati cafe. kantor ini menempati gedung lama peninggalan belanda. sepertinya kantor ini sudah cukup padat dengan orang yang bekerja dan kendaraan yang parkir serta keluar masuk.
mungkin ada baiknya bila kantor ini dipindah dengan menempati gedung baru yang lebih luas.",fasilitas umum
"selamat pagi bapak 2 pengurus dinas kebersihan kab bogor.desa kami di ciderum ciletuh caringin bogor sudah 2 bulan lebih sampahnya tidak pernah diangkut..akibatnya penduduk buang sampah di sungai,ini dapat mengakibatkan banjir.tolong segera di follow up.",sampah
"selamat malam,bpk kepala dinis lingkungan hidup dan kebersihan,ijin bpk menindaklanjuti, tentang pengambilan sampah ( dlm hal ini rekanan) di perum taman griya kencana kel, kencana.kec, tanah sareal.kota bogor,sdh lbh 1 minggu sampah rumah tangga menumpuk dan bau menyengat,mhn ijin kepada bapak kepala sudin,memberikan teguran ,dmk , terimakasih bapak",sampah
pekerja dinas kebersihan kota bogor jalan jembatan merah bagian sore tidak pernah di sapuin area jalan raya dan pinggir pinggir hanya dorong dorong kerobak doang tetapi tidak di sapuin tolong bantuan nya agar di tegor petugas yang bagian kota bogor jembatan merah untuk yang sore,fasilitas umum
"mantap..seputaran jalan raya pajajaran bogor timur ,khususnya di daerah grande sampai villa duta...petugas sapu jalan bagian sip 2 (siang)...sangat baik..sy sangat tertolong disaat saya mencari anak saya,...petugas yang berbudi pekerti baik...salam bravo dari saya untuk petugas sapu jalan dibagian villa duta..(kang anto)..the best hero..",fasilitas umum
"assalamualaikum, perkenalkan saya ketua rt, apakah saya bisa mengajukan permohonan bantuan tempat sampah untuk lingkungan kami ?",sampah
petugasnya ramah tamah n baik sopan santun klu datang smg tambah maju n lancar n sukses sll dr bsu intan,layanan
mungkin truk-truk sampahnya harus dicuci bersih dulu kali ya sebelum pulang ke tempat parkir,sampah
apakah dlh  akan diam saja sampah sebanyak ini di buang ke kali cipamingkis jonggol,sampah
"lembaga inilah yang mempunyai kewajiban memelihara dan membersihkan lingkungan hidup. namun truk mereka seharusnya diparkir di tempatnya, bukan di pinggir jalan...",fasilitas umum
dlhnya bagus lokasinya dekat dengan tpa sampah jadi sampah di cianjur ini pasti tertangani dengan baik,sampah
"assalamualaikum.pak saya mau tanya..klu bikin proyek buat ayam potong..jarak dri pemukiman itu kira2 brpa km..??
terima kasih..",others
"dinas yang memiliki visi misi bagus, siang malam terus untuk membersihkan sampah yang ada di kabupaten cianjur. tapi sangat mengasikan bekerja disini. dlh mantap",sampah
asalamualaikum saya ani dari sukabumi .ijin bertanga apa di cianjur ada pabrik tahu yg mengahadilkan biogas🙏 …,limbah
tolong kepada dinas lingkungan hidup kab. indramayu sosialisasi tentang pengolahan sampah dan limbah rumah tangga agar sampai kepada desa² terpencil khususnya di kec. haurgeulis. masih banyak disana warga yang belum sadar akan bahayanya membakar sampah sembarangan dalam pencemaran udara sesuai dengan uu no.18 tahun 2008 tentang pengelolaan sampah,sampah
"terkhusus wilayah anjatan desa wanguk, saya sebagai salah satu karyawan toko retail sampah didepan toko saya dari sebelum lebaran belum diangkut sampai menggunung, dimintai iuran selalu seblm tanggal, tetapi sampah jarang diangkut, bukan hanya hari lebaran tapi hari² biasa juga, harap disikapi dgn secepatnya karena dikecamatan sebelah dlhnya rajin untuk mengambil sampah dan membersihkan jln setiap hari",sampah
"kinerja dlh belum terasa sampai ke desa² terpencil terkait program dengan pengurangan sampah domestik maupun nondomestik yang mana di tpa wilayah saya yg diresmikan tetapi di sekitarnya masih byk aktivitas warga cont
tambak, persawahan, pemukiman warga, dan surface water. sama halnya dengan pengolahan limbah yang mana di desa saya belum ada ipal dan air limbah hanya dibuang ke sungai dan mengakibatkan tumbuhnya eceng gondok secara besar²an yg dapat mengganggu ekosistem air sungai. beberapa hal tersebut dapat terjadi akibat kurangnya edukasi dan informasi serta fasilitas (perencanaan) dalam pengelolaan lingkungan di sebagian besar wilayah indramayu.",sampah
"salah satu perangkat daerah di kabupaten indramayu yang membantu tugas bupati dalam bidang lingkungan hidup. terletak di lokasi strategis di kota indramayu dekat alun-alun, taman kuliner indramayu.",others
"area parkir luas , orang2 nya ramah2 , gedung2 nya bersih dan mudah di fahami  identitas nya",others
"semoga harapan
dari dinas lingkungan hidup dan kebersihan wilayah karawang
mampu mensinergikan kegiatan-kegiatan yang datang dari masyarakat
dan program-program yang bersentuhan langsung dengan masyarakat terus terbina",others
"hallo pa, saya mau uji kualitas air dirumah mesti ke sini apa ke dinas kesehatan paa?? 🙏🙏 …",polusi
"kantor milik pemerintahan kabupaten karawang yang menangani lingkungan hidup dan kebersihan.
letak sangat strategis di jalan lingkar tanjungpura dekat lampu merah,
lingkungan gedung di penuhi oleh pohon mangga, bersih, dan nyaman",hutan
"keep up good work for karawang environment.. ""mewakili duta lingkungan hidup karawang"".",others
untuk pihak2 terkait yg berhubungan dgn hal itu..saya harap lebih serius lagi untuk penataan kota dan kebersihan nya..,others
"kebersihan sebagian dari iman
maka pedulilah akan lingkungan di mana pun kita berada",others
"saya warga pantura kec. sukasari, kel. mandalawangi yang saya amati dilingkungan sekitar tidak ada tps sehingga warga sangat kesulitan sat ingin buang sampah, dan sungai ciasem kalau air mengalir banyak sekali sampah yang hanyut terbawa sampai ke laut, mohon untuk ditindak lanjuti untuk menjaga ekosistem",sampah
"kantor pemerintah dinas lingkungan hidup kabupaten subang, lumayan luas kantornya, parkirnya juga luas",others
pa tolong ditindak lanjuti supir dan keneknya. kalo ngangkut sampah jangan pilih2 dan jadwalnya yg tertib. jangan seenaknya. kami warga perumahan nuansa kalijati regency sering merasa kurang nyaman dengan sampah yg menumpuk karena pihak yg mengangkut tidak datang sesuai jadwal yg seharusnya seminggu 2x malah seminggu sekali. bahkan pernah sudah 2 minggu baru datang lagi.,sampah
"saya mau bertanya,,apa benar petugas tpa jalupang subang cipendeuy tidak mendapatkan upah,,dan kalau berapa upah nya?
tolong di jawab",sampah
"assalamu'alaikum pak/ibu, mohon tpa pujasrra di perhatikan, soalnya udh 3 minggu sampah pujasera penuh terus pak/ibu, kami sebagai pedagang jadi terhambat karna sampah penuh terus, sedangkan kami di pujasera toko itu sewa bapak/ibu,mohon maaf ibu/bapak untuk perhatianya.",sampah
desa wanakerta kecamatan purwadadi udaranya bau eek sapi yang terbawa dari kaliangsana kalijati🥲 …,limbah
"sampah di tps gak di angkut, dibiarin gitu aja...
masa dinas gak punya anggaran buat beli truk kontainer...
apa memang punya truk kontainer tapi cuman buat pajangan di kantor dinas aja....
belum lagi harus nya malu kena sorot terus sama media pejabat disana...",sampah
truk sampahnya gak mau ambil sampah. udah di bilang udah mau di bayar. tetep omong doang gak dateng2. sampah kota dimana2. warganya harus buang sampah ke tpa sendiri. harus sewa angkot kalau mau buang sampah bukan sewa truk sampah. gak jelas.,sampah
"untuk limbah aqua gelas,gelas monti, tutup galon kami siap tampung untuk di di daur ulang untuk kerjasamanya wa 087817993384",limbah
"situasi dan kondisi lingkungan kantor cukup bersih, dan dilengkapi petunjuk dengan gambar dan tulisan mengenai pekerjaan yg ada pada dinas lh",others
"bu/pak tolong, di sekitar desa kami, kebun kelapa sudah mencemari udara karena ada masyarakat yang mau membakar sampah di lingkungan rumahnya, dan ada belatungnya, maaf kurang nyaman bau terbakar, banyak orang yang mengeluh sesak napas dan kambuh lagi, berkali-kali saya coba suruh bakar tapi tidak seburuk dulu.",sampah
"tolong di kasih cambuk utk truk sampah daerah cisalak benda.
etika nya sangat arogan jika saya tidak kasih tip
mobil di geber geber depan rumah saya
saya sangat resah kalau saya lg ga ada d rumah dan ga ada uang receh..
tolong di kasih cambuk!!
jikalau tidak saya akan datang ke kantor utk mengurus ini..
saya ingin tau prosedur kerja nya seperti apa
apakah harus bayar tip atau bagaimana??
saya ga akan main2 utk hal ini..
karena ini sangat meresahkan.. 😤😠",sampah
"tidak serius & tidak gencar dalam penyediaan&penanganan sampah&kebersihan kota tasikmalaya. sayang disayangkan, terpantau banyak sekali tumpukan sampah padahal di dalam kota.
salah satu lokasi yang kerap terlihat ada di pinggiran jalan mau ke daerah pasar cikurubuk, jembatan cinehel / sungai ciloseh, paseh, jl terusan bca, dan banyak titik2 lain selain daripada yg disebutkan. saya memohon untuk gencar menyediakan tempat sampah umum serta penyediaan tempat sampah 3 jenis di berbagai titik lokasi di dalam kota.
selain itu, alangkah bagus jika kota tasik memiliki pohon yg rindang di ruas jalan pusat kota, sepanjang jalan re martadinata, simpang lima, gobras, karena titik itulah wisatawan/pendatang luar kota datang. sehigga jika melihat kota tasik indah, akan nyaman hati para pendatang melihatnya.
kebijaksanaan dan perhatian bapak/ibu sangat diharapkan untuk meningkatkan kenyamanan masyarakat.
terima kasih.",sampah
menurut saya dinas lingkungan hidup kota tasikmalaya harus memikirkan bagaimana mengatasi sampah yang ada di kota tasikmalaya menurut saya dindi lingkungan hidup kota tasikmalaya harus membelanjakan alat alat berat yang di butuhkan oleh dinas lingkungan hidup kota tasikmalaya dan harus mengambil keputusan yang bijak soal urusan sampah karena itu tanggung jawab semua nya,sampah
"mohon penjelasan dari pihak terkait. kenapa sampah diarea gandawijaya . sekitaran cimol sampai arah masjid agung . tepatnya area setiamanah. dibuang dipinggir jalan . banyak warga sekitar dan pengendara yg entah dari mana. membuang sampah diarea tsb. hal itu mengundang para pemulung . tikus dan kucing.
sampah diacak2 tukang pulung
kucing berdatangan. banyak pengendara kecelakaan karena kucing yg menyeberang sembarangan.
apakah tidak bisa dicarikan solusi agar jantung cimahi bersih. rapi sehat. seperti dikelurahan yg lain.sampah dijemput kerumah warga setiap hari
terimakasih
note : jaman dulu saja . warga yg kedapatan membuang sampah sembarangan . difoto dan didenda atau disangsi
sekarang harusnya lebih maju malah lebih buruk",sampah
"selamat malam
saya mau melaporkan pengaduan tentang pencemaran lingkungan hidup tentang perusahaan home industri di bidang washing laundry daerah gempol bandung, terletak di tengah perumahan/komplek daerah gempol.
perusahaan tersebut bermain n memproses dgn bahan2 kimia2 berbahaya untuk lingkungan hidup, n kimia/zat pewarna tekstil.
sepengetahuan kita pengolahan limbah perusahaan tsbt di olah, akan tetapi tidak sempurna.
bisa tolong ditindak lanjuti n di cek langsung oleh team.",limbah
"kantor pemerintah dinas lingkungan hidup kota cimahi, berada di komplek kantor pemerintah, lokasi di gedung c lantai 4",others
masih belum ada solusi untuk pembuangan sampah untuk warga cimahi area gandawijaya kebun kelapa dan sekitarnya... akibatnya masih banyak yg membakar sampah membuat polusi dan tidak nyaman,sampah
"dinas lingkungan hidup kota cimahi, menata lingkungan hidup secara bertahap ke jenjang yang lebih baik sesuai tuntutan lingkungan perkotaan yang lebih nyaman. insya alloh.",others
bagi yg akan konsultasi lingkungan hidup di kota cimahi bisa merapat kesini dan koordinasikan segera,others
dinas inikah yang bertanggung jawab atas keamanan saluran air di depok. penutup saluran air di jalan raya bogor depan lampu merah juanda besinya sudah bolong bolong dan menyebabkan warga celaka. lihat foto,polusi
"tolong tambahkan dinas lingkungan hidup dan kebersihan dilokasi yg sama,karena satu wilayah",others
"tadi pagi jam 11an mampir kesini, alhamdulillah cuma 3 kendaraan yg antri, ga lama, tesnya 5 menitan, dg antrian sekitar 15 menit. dan lulus, alhamdulillah. masa berlaku ralat ring: 1 tahun, bs dicek di aplikasi e-uji, tinggal scan qr code aja. siapin stnk yaa.",others
"dinas lh pemprov dki jakarta, kalau ke kantor ini jangan lupa bawa tumbler karena tidak diperbolehkan membawa air dalam kemasan sekali pakai...",polusi
tutup yah uji emisi di dinas lingkungan hidup.ga usah kesana lagi buat uji emisi...dah ga sanggup kali terima uji emisi lagi..silahkan berjuang mencari bengkel bengkel yg ada uji emisinya...kesian yg udah jauh jauh sampe malah kena prank tutup uji emisinya yg sabar yah bpk bpk gojek dll.*mau membantu program pemerintah ya kok ribet amat yak...,others
kesini krn ada program uji emisi gratis untuk umum setiap selasa dan kamis jam 10-14 sampai bulan desember 2020. pelayanan ok.,fasilitas umum
"parkir luas, lingkungan bersih tapi pelayanan perlu ditingkatkan agar lebih baik sehingga masyarakat dapat dilayani dengan lebih baik",layanan
"bapak / ibu di dinas lingkungan hidup, tolong jika ada program test uji emisi terutama untuk motor, lokasi uji cobanya diperbanyak kerjasama dg pihak2 lain, terutama di jakarta barat,  krn setiap bengkel2 yg menyediakan uji emisi mereka menjawab hanya khusus mobil, mohon diperhatikan tks 🙏🙏🙏 …",others
"niat datang utk uji emisi kamis tgl 04 nov jauh2 dateng sampe jam set 10 di dlh tpi kata petugas nya kuota udh habis, liat di berita kata nya tidak ada pembatasan kuota tetap dilayani jam 8 sampe jam 14.00 hari selasa dan kamis.",others
datang hari selasa jam 09.20 tuk uji emisi motor. gratis. lumayan rame antri nya tp alhamdulillah ngga lama cukup cepet pelayanannya. kl boleh ksh saran mendingan datangnya jam 11an krn relatif lebih sepi. buat mobil jg ada. jam 12 istirahat. tutupnya jam 14.00,layanan
"alhamdulillah motor supra x tahun 2005 masih lulus uji emisi. tapi apa bukti ujinya cuma seperti ini aja ya? gak ada cap/kop dinas/tanda tangan pejabat terkait
kata petugasnya kalo mau dapat antrian awal datangnya jam 07.30 pagi. proses ujinya cepat gak sampai 5 menit, yg lama cuma antrinya aja.
bisa uji emisi utk sepeda motor dan mobil gratis setiap selasa dan kamis.",others
"dinas lingkungan hidup ini sangat memiliki banyak referensi luas dibidang pengelolaan sampah yang bisa dicontoh oleh masyarakat sekitar, apalagi ditambah program bank sampah resik disana (bank sampah) terdapat pemilahan, penimbangan, serta pengelolaan limbah sampah yang bagus, baik sampah itu bisa di daur ulang maupun yang sudah tidak bisa, dikawasan ini juga terdapat tempat umum lainnya seperti masjid yang biasa digunakan untuk karyawan serta masyarakat disekitar untuk beribadah, dan juga lapangan olahraga futsal dan tennis di dalamnya.",sampah
"thn lalu sy cek uji emisi dsini,des,2020 alhamdullh nilai co2 yg max 3%..spdku angka 1,22%# aq pake knlpot aftermarker beammarker yg sdh sy bo2k lgi ? suarane adem n tdk terlalu berisik bro,,,n ini masa berlaku 1 thn bukan? berrti msh aman dunggggggg sd des 21,,,spdku jelek lurrrrrrrd pcx 9/2018,,sln juozzzzzz u hiu daratku ojolllll brioooo☝😎😷🤣🛵🛵🤔",polusi
"kacau deh yg bikin kebijakan uji emisi, uda dateng jauh2, di bela2in cuty. malahan di suruh download aplikasi, uda download malahan g berguna sama sekali aplikasi nya... haduh, bikin pergub g tapi berantakan di pelaksanaan nya, bikin rakyat bingung aje loh",others
"dulu namanya dinas kebersihan dki, sekarang berubah menjadi dinas lingkungan lingkungan hidup dki, membawahi pasukan orange, dan lain lain..
struktur organisasinya berdasarkan pergub dki no 284 tahun 2016
banyak menerima pengaduan dari masyarakat perihal pengelolaan sampah, untuk saat ini mempunyai pasukan orange yang sangat terkenal. semoga kedepannya semakin baik.",sampah
"assalamualaikum bapak/lbu...
sblom'y atas nama pribadi sya:
heri lawan
alamat kp, pondok ranggon rt 04 rw04 desa. sasak panjang kec. tajur halang
mohon maaf yg sebesar""y apa bila ada obnum"" yg tak bertanggung jawab, meneror/tlp dgn mengatas nama kn pinjaman online...🤝
sya pribadi sadar ini salah, tak lepas dari itu smua karna sya butuh uang mendadak butuh uang untuk brobat orang tua.
dgn tak sengaja mncantunmkn asal tempat krj sya, sya pribadi tidak ada niat untuk mncemarkan nama baik kantor/pihak""y tsb..
karna lntran butuh uang buat berobat, akhirnya sya gagal/telat bayar pinjol & skrang data pribadi sya di sebarkan tak lepas jg teroran pihak dc pinjol tsb..🙏🙏🙏
skali lagi sya atas nama pribadi mohon mff..",others
"kerjasama.dengan bpjs, tpi tidk menerima.pasien dari luar, seharus ny ad notif, agar masyarakt tidk memilih klinik ini untuk rujukan.",others
semoga buka senin-jumat karena itulah risiko pelayanan publik. mengingat mulai digalakkan pelaksanaan uji emisi.,fasilitas umum
"uji emisi gratis jam 6 pagi sdh di tempat tetep j g dapat antrian, jgn2 ada calo karena gratis..",others
"uji emisi seharus nya di perbanyak, jika cuma satu tempat saja, bagaimana kami ini yang tinggal di botabek yang sewaktu2 ke jakarta, kami pekerja lapangan",others
semoga dengan jajaran yang baik jakarta semakin bisa mengendalikan sampah dan tentunya kebersihan jakarta semakin terjaga baik dalam pengelolaan sampah dan limbah yang sudah terlalu ruwet selama ini.,sampah
"tempat yang sejuk parkiran luas, dan orang nya ramah ramah termasuk security yang sangat baik dan sopan, maju terus dlh dki ..",layanan
mohon diperbaiki aplikasi e-uji emisinya. setiap buka selalu force close. nanti kalau sudah diperbaiki saya beri bintang 5 👌🏼 …,others
"tepat bergabungnya dinas kebersihan dgn lingkungan, semoga semakin cepat dlm pelayanan kebersihan di dki jakarta",layanan
dinas lingkungan hidup dan kebersihan jakarta.tempat nya luas ramah indah sejuk dan lingkungan yang bersih dan terawat.ada gedung yang bisa disewakan untuk pertemuan.jakarta bersih dan recommended,others
"no telpon dinas kebersihan jakarta pusat tidak bisa dihubungi.
tidak sepantasnya kantor dinas kebersihan tidak bisa dihubungi.
tidak profesional.
operator telpon dinas kebersihan pusat juga tidak bisa memberikan penjelasan yang baik.",others
berdiskusi tentang kebersihan dki jakarta bersama kepala dinas .. tempatnya banyak truk sampah baru yang siap melayani dki jakarta,sampah
apakah ini untuk seluruh pengendara motor yang masuk ke daerah jakarta... meskipun itu plat motor nya bukan plat b,others
"mau bertanya tanya  susah tidak ada contact center, nomer telepon tidak bisa dihubungi dan email pun tidak dibalas sama sekali.",others
"dari dulu hingga sekarang,tak terasa waktu begitu cepat udah 12 tahun aku disini,smga kedepannya lebih baik lagi...amiin",others
"utk pertama kalinya datang ke dinas lingkungan hidup kabupaten banyumas dalam rangka kunjungan studi pengelolaan sampah kabupaten banyumas yg sudah maju. keseriusan dan komitmen pemerintah daerah dalam pengelolaan sampah kota/kabupaten patut diacungi  jempol. bisa terlihat dari wilayah yg dilewati, semua tampak bersih dr sampah.",sampah
"terima kasih kepada dlh kab. banyumas yang telah menanggapi keluhan masyarakat melalui lapak aduan akb. banyumas.
program merapikan penghijauan di jalan kh. wahid hasyim, tepatnya di lampu merah karangklesem purwokerto selatan.
semoga dapat fast respon dan selalu melayani dengan maksimal.
terima kasih
🙏😊",fasilitas umum
"pohon2 si jalan protokol kota purwokerto tidak pernah dirapikan.
bus trans banyumas aja sampe sering nabrak ranting2nya.",hutan
"semoga masalah sampah domestik segera teratasi, seiring dengan tumbuhnya kesadaran warga masyarakat utk pengelolaan sampah versi 3r.
dan juga semoga support dari pemerintah ditingkatkan supaya lingkungan hidup kita tetap terjaga kelestariannya.",sampah
selamat sore... mohon ijin untuk melaporkan keluhan.ada pohon besar yg menjulang ke kabel listrik. minta tolong untuk ditebang bapak.alamatnya didepan tk diponegoro sebelah sungai. jl mangun jaya.terimakasih.,hutan
"selamat pagi tim dlh kabupaten banyumas baru saja saya posting foto halte tanaman rambat didepan sd santa maria tepatnya sebelah halte trans banyumas dan trans jateng, tampak rimbun dan tidak terawat, menjadikan lingkungannya terkesan kumuh, mohon bisa segara ditata rapi fungsi  halte tanaman rambat tersebut tidak ada apa sebaiknya dibuang saja halte tsb.",others
"dua kantor bersamaan dinas lingkungan hidup dan disperakim kab. banyumas. cukup representatif,",others
tempat nya luas dan juga bersih serta banyak pepohonan disana. untuk pelayanan nya juga ramah,hutan
semoga dinas lingkungan hidup. selalu menjaga agar bumi ini selalu layak untuk hidup bagi manusia.,others
"tempat perijinan usaha sesuai syarat dan ketentuan yang berlaku, tempatnya nyaman dan lokasinya strategis",others
"kantor dlh agak masuk ke dalam jalan, bukan yg depan. awas salah masuk kantor wkwk",fasilitas umum
"mohon untuk pekerja kebersihan yang masuk kampung - kampung dikasih pengertian agar gak membawa karung sampah yang masih layak pakai.banyak warga yang mengeluhkan hal itu,karena seringnya karung sampah mereka dibawa dan kemungkinan dijadiin wadah rongsok yang mereka dapat dari sampah warga.untuk perhatiannya saya ucapkan terima kasih.",sampah
"yth penabat dinas  lingkungan hidup.
boyolali -jawa tengan-semarang
baserta jajarannya
mungkin saya salah alamat.mengirimkan foto-foto fakta yng saya lihat sesekali. dan memang saya orang dari daerah kel.kismoyoso-kec.ngemplak sawahan- boyolali. tetapi terus saya mengadu ke siapa lagi. melihat kondisi ini. kepresiden??? rasanya terlalu lancang saya. faktanya hampir 20th kali jampen pembatas kismoyoso dan pandeyan itu telah memakan tanah kan desa kismoyoso dan kebun warga. hampir 1000m panjang gerusan sungai itu. lha pora mesakne pean warga yang punya kebun hanya bisa mlongo. maklum wong ndeso gak tau mau ngadu ke siapa. termasuk jalur irigasi aktif dari jaman londo depan sma1 donohudan dan sepanjang desa brogo. banyak di tutup warga. karena tidak tau dan di biarkan tidak di arahkan dalam proses membangun. semestinya di pinggir kali itu di buat jalan inspeksi. 5m. baru boleh membangun. tidak semua kebun yng dulunya masih luas di kapling2 teruk buat jembatan menutup kali. ini tidak akan terjadi bila dinas tatakota kabupaten melihat-berfikir 100 tahun kedepan. masak kalah dengan londo si penjajah. menata blok sawah ladang kebun  dengan ilmu---->ini jaman merdeka lhuuur? yok opo terlalu merdeka kah kita?????-semua yng baca jangan sakit hati saya bicara koment. yng jelas simbah2 tidak pernah meninggalkan masyalah permukiman untuk kita---apakah kita mau di caci maki anak cucu karena pembiayaran demi pembiayan sehingga 100th yng akan datang anak cucu ribut banjir-ribut macet-ribut limbah dll???monggo di pikir.
terima kasih.",limbah
"pelayanannya buruk, proyek terlambat tanpa memikirkan nasib dampak yang terkena proyek.. mengesampingkan hak"" terdampak..",layanan
"berawal dari pegiat lingkungan dengan aktif di bank sampah, kami magenta dipercayai dlh kota semarang untuk menjadi rekan dalam mengadakan beberapa event disini. dlh kota semarang memiliki lokasi yg lumayan jauh dari pusat kota, tetapi lingkungan kantornya sangat asri karena banyak pepohonan di sekitar kantor. ada pula taman kehati yg baru saja diresmikan, ada beraneka ragam tanaman disana & ada pula pohon bicara yg memiliki sensor buatan yg bisa menyapa kita ketika lewat didepannya. semoga dengan bantuan dari dlh, kota semarang menjadi lebih bersih lagi menjadi terawat lagi & bisa mendapatkan penghargaan dari pemerintah pusat dengan kategoti lingkungan hidup. #semarangpilahsampah",sampah
"tempatnya cukup dekat dengan jalan utama. tapi, kurang plang sih dan lokasinya agak masuk dan kurang bisa keliatan dari jalan. parkir motor dan mobil cukup luas. lokasinya adem juga, ada tempat duduk duduk dibawah pohon yang cukup rindang. di depan kantornya juga ada lapangan luas yang bisa buat main sepak bola.",hutan
"kiat-kiat mukti peduli,  adiwiyata sd muktiharjo kidul 01 pedurungan panen buah-buahan,  mangga,  jambu air,  kelengkeng,  meski belum masuk ferivikasi adiwiyata jawa tengah,  tetapi mukti tetap eksis",polusi
"dinas lingkungan hidup
tugurejo
belakang kecamatan tugu. buka google maps atau google mudah d cari",others
