complaint,category,cleaned_complaint,no_stopwords,stemmed_complaint,numbered_category
wujud kepahlawanan aksi local hero pertamina penggerak perekonomian program ini mengapresiasi individu yang memberikan kontribusi signifikan dalam bidang ekonomi lingkungan dan pemberdayaan masyarakat,lingkungan,wujud kepahlawanan aksi local hero pertamina penggerak perekonomian program ini mengapresiasi individu yang memberikan kontribusi signifikan dalam bidang ekonomi lingkungan dan pemberdayaan masyarakat,"['wujud', 'kepahlawanan', 'aksi', 'local', 'hero', 'pertamina', 'penggerak', 'perekonomian', 'program', 'mengapresiasi', 'individu', 'kontribusi', 'signifikan', 'bidang', 'ekonomi', 'lingkungan', 'pemberdayaan', 'masyarakat']",wujud pahlawan aksi local hero pertamina gerak ekonomi program apresiasi individu kontribusi signifikan bidang ekonomi lingkung daya masyarakat,0
langkah maju untuk lingkungan pertamina patra niaga bersama vale menggandeng tangan dalam mendorong transisi energi hijau di industri pertambangan inovasi ini diharapkan mengurangi jejak karbon dan mendukung tujuan pembangunan berkelanjutan,lingkungan,langkah maju untuk lingkungan pertamina patra niaga bersama vale menggandeng tangan dalam mendorong transisi energi hijau di industri pertambangan inovasi ini diharapkan mengurangi jejak karbon dan mendukung tujuan pembangunan berkelanjutan,"['langkah', 'maju', 'lingkungan', 'pertamina', 'patra', 'niaga', 'vale', 'menggandeng', 'tangan', 'mendorong', 'transisi', 'energi', 'hijau', 'industri', 'pertambangan', 'inovasi', 'diharapkan', 'mengurangi', 'jejak', 'karbon', 'mendukung', 'tujuan', 'pembangunan', 'berkelanjutan']",langkah maju lingkung pertamina patra niaga vale gandeng tangan dorong transisi energi hijau industri tambang inovasi harap kurang jejak karbon dukung tuju bangun lanjut,0
jabar harus menjadi contoh bagi provinsi lain dalam menjaga lingkungan dengan kepemimpinan yang tepat kita bisa mencapai jabar yang bersih dan berkelanjutan ayo kita wujudkan bersama asihmenang jabarkuterbang,lingkungan,jabar harus menjadi contoh bagi provinsi lain dalam menjaga lingkungan dengan kepemimpinan yang tepat kita bisa mencapai jabar yang bersih dan berkelanjutan ayo kita wujudkan bersama asihmenang jabarkuterbang,"['jabar', 'contoh', 'provinsi', 'menjaga', 'lingkungan', 'kepemimpinan', 'mencapai', 'jabar', 'bersih', 'berkelanjutan', 'ayo', 'wujudkan', 'asihmenang', 'jabarkuterbang']",jabar contoh provinsi jaga lingkung pimpin capai jabar bersih lanjut ayo wujud asihmenang jabarkuterbang,0
pertamina patra niaga dan vale indonesia mendorong penggunaan bbm hijau di sektor pertambangan untuk mendukung keberlanjutan lingkungan dan mengurangi emisi karbon dari aktivitas pertambangan,lingkungan,pertamina patra niaga dan vale indonesia mendorong penggunaan bbm hijau di sektor pertambangan untuk mendukung keberlanjutan lingkungan dan mengurangi emisi karbon dari aktivitas pertambangan,"['pertamina', 'patra', 'niaga', 'vale', 'indonesia', 'mendorong', 'penggunaan', 'bbm', 'hijau', 'sektor', 'pertambangan', 'mendukung', 'keberlanjutan', 'lingkungan', 'mengurangi', 'emisi', 'karbon', 'aktivitas', 'pertambangan']",pertamina patra niaga vale indonesia dorong guna bbm hijau sektor tambang dukung lanjut lingkung kurang emisi karbon aktivitas tambang,0
sejalan dengan pembangunan zona integritas di lingkungan rumah tahanan negara kelas iib bangli warung kejujuran ini dibuka bertujuan untuk meningkatkan integritas pegawai,fasilitas umum,sejalan dengan pembangunan zona integritas di lingkungan rumah tahanan negara kelas iib bangli warung kejujuran ini dibuka bertujuan untuk meningkatkan integritas pegawai,"['sejalan', 'pembangunan', 'zona', 'integritas', 'lingkungan', 'rumah', 'tahanan', 'negara', 'kelas', 'iib', 'bangli', 'warung', 'kejujuran', 'dibuka', 'bertujuan', 'meningkatkan', 'integritas', 'pegawai']",jalan bangun zona integritas lingkung rumah tahan negara kelas iib bangli warung jujur buka tuju tingkat integritas pegawai,1
antisipasi banjir kalapas pemuda langkat lakukan penanggulangan dan penanganan dampak banjir di lingkungan lapas,lingkungan,antisipasi banjir kalapas pemuda langkat lakukan penanggulangan dan penanganan dampak banjir di lingkungan lapas,"['antisipasi', 'banjir', 'kalapas', 'pemuda', 'langkat', 'lakukan', 'penanggulangan', 'penanganan', 'dampak', 'banjir', 'lingkungan', 'lapas']",antisipasi banjir kalapas pemuda langkat laku tanggulang tangan dampak banjir lingkung lapas,0
serah terima jabatan di lingkungan polres metro bekasi kota,lingkungan,serah terima jabatan di lingkungan polres metro bekasi kota,"['serah', 'terima', 'jabatan', 'lingkungan', 'polres', 'metro', 'bekasi', 'kota']",serah terima jabat lingkung polres metro bekas kota,0
keren banget nih mobil listrik lokal udah mulai diproduksi semoga makin banyak yang pake buat jaga lingkungan,lingkungan,keren banget nih mobil listrik lokal udah mulai diproduksi semoga makin banyak yang pake buat jaga lingkungan,"['keren', 'banget', 'nih', 'mobil', 'listrik', 'lokal', 'udah', 'diproduksi', 'semoga', 'pake', 'jaga', 'lingkungan']",keren banget nih mobil listrik lokal udah produksi moga pake jaga lingkung,0
terimakasih untuk selama ini teman teman rohkris yang udah bawa gw kedalam lingkungan tuhan untuk menjalani semua tugas lebih serius tugas yang harus dilaksanakan dengan ikhlas dari hati karena semua yang dikerjakan kita dari tuhan untuk tuhan,fasilitas umum,terimakasih untuk selama ini teman teman rohkris yang udah bawa gw kedalam lingkungan tuhan untuk menjalani semua tugas lebih serius tugas yang harus dilaksanakan dengan ikhlas dari hati karena semua yang dikerjakan kita dari tuhan untuk tuhan,"['terimakasih', 'teman', 'teman', 'rohkris', 'udah', 'bawa', 'gw', 'kedalam', 'lingkungan', 'tuhan', 'menjalani', 'tugas', 'serius', 'tugas', 'dilaksanakan', 'ikhlas', 'hati', 'tuhan', 'tuhan']",terimakasih teman teman rohkris udah bawa gw dalam lingkung tuhan jalan tugas serius tugas laksana ikhlas hati tuhan tuhan,1
begitulah salah satu penyebabnya kurangnya perhatian dan kasih sayang dari keluarga dan lingkungan,lingkungan,begitulah salah satu penyebabnya kurangnya perhatian dan kasih sayang dari keluarga dan lingkungan,"['salah', 'penyebabnya', 'kurangnya', 'perhatian', 'kasih', 'sayang', 'keluarga', 'lingkungan']",salah sebab kurang perhati kasih sayang keluarga lingkung,0
polisi kurang sigap dan warga sekitar tkp ga peduli lingkungan aku yakin itu demo liar ga berijin,lingkungan,polisi kurang sigap dan warga sekitar tkp ga peduli lingkungan aku yakin itu demo liar ga berijin,"['polisi', 'sigap', 'warga', 'tkp', 'ga', 'peduli', 'lingkungan', 'demo', 'liar', 'ga', 'berijin']",polisi sigap warga tkp ga peduli lingkung demo liar ga berijin,0
langkah ini diambil karena perusahaan tersebut percaya akan pasokan listrik pln yang andal berkelanjutan dan ramah lingkungan energihijau,lingkungan,langkah ini diambil karena perusahaan tersebut percaya akan pasokan listrik pln yang andal berkelanjutan dan ramah lingkungan energihijau,"['langkah', 'diambil', 'perusahaan', 'percaya', 'pasokan', 'listrik', 'pln', 'andal', 'berkelanjutan', 'ramah', 'lingkungan', 'energihijau']",langkah ambil usaha percaya pasok listrik pln andal lanjut ramah lingkung energihijau,0
nilai kompeten diimplementasi di lingkungan rajawali nusindo oleh para insan nusindo untuk memberikan pelayanan yang terbaik dan mutu pelayanan jasa yang selalu dikembangkan rajawalinusindo akhlak,lingkungan,nilai kompeten diimplementasi di lingkungan rajawali nusindo oleh para insan nusindo untuk memberikan pelayanan yang terbaik dan mutu pelayanan jasa yang selalu dikembangkan rajawalinusindo akhlak,"['nilai', 'kompeten', 'diimplementasi', 'lingkungan', 'rajawali', 'nusindo', 'insan', 'nusindo', 'pelayanan', 'terbaik', 'mutu', 'pelayanan', 'jasa', 'dikembangkan', 'rajawalinusindo', 'akhlak']",nilai kompeten implementasi lingkung rajawali nusindo insan nusindo layan baik mutu layan jasa kembang rajawalinusindo akhlak,0
dengan menjaga kedisiplinan kita bukan hanya membangun reputasi dan kepercayaan tetapi juga menciptakan lingkungan kerja yang produktif dan harmonis mari bersamasama tingkatkan kedisiplinan untuk memberikan yang terbaik bagi instansi dan masyarakat yang kita layani,lingkungan,dengan menjaga kedisiplinan kita bukan hanya membangun reputasi dan kepercayaan tetapi juga menciptakan lingkungan kerja yang produktif dan harmonis mari bersamasama tingkatkan kedisiplinan untuk memberikan yang terbaik bagi instansi dan masyarakat yang kita layani,"['menjaga', 'kedisiplinan', 'membangun', 'reputasi', 'kepercayaan', 'menciptakan', 'lingkungan', 'kerja', 'produktif', 'harmonis', 'mari', 'bersamasama', 'tingkatkan', 'kedisiplinan', 'terbaik', 'instansi', 'masyarakat', 'layani']",jaga disiplin bangun reputasi percaya cipta lingkung kerja produktif harmonis mari bersamasama tingkat disiplin baik instansi masyarakat layan,0
soal keamanan ini menjadi perhatian khusus bagi warga yang tinggal di daerah pinggiran dengan pengawasan minim tak sedikit dari mereka tentu berharap ada langkah yang lebih konkret untuk memastikan keamanan di lingkungan mereka,lingkungan,soal keamanan ini menjadi perhatian khusus bagi warga yang tinggal di daerah pinggiran dengan pengawasan minim tak sedikit dari mereka tentu berharap ada langkah yang lebih konkret untuk memastikan keamanan di lingkungan mereka,"['keamanan', 'perhatian', 'khusus', 'warga', 'tinggal', 'daerah', 'pinggiran', 'pengawasan', 'minim', 'berharap', 'langkah', 'konkret', 'keamanan', 'lingkungan']",aman perhati khusus warga tinggal daerah pinggir awas minim harap langkah konkret aman lingkung,0
mereka nggak cuma fokus sama hasil tambang tapi juga peduli sama keselamatan kesejahteraan karyawan dan keberlanjutan lingkungan,lingkungan,mereka nggak cuma fokus sama hasil tambang tapi juga peduli sama keselamatan kesejahteraan karyawan dan keberlanjutan lingkungan,"['nggak', 'fokus', 'hasil', 'tambang', 'peduli', 'keselamatan', 'kesejahteraan', 'karyawan', 'keberlanjutan', 'lingkungan']",nggak fokus hasil tambang peduli selamat sejahtera karyawan lanjut lingkung,0
kesempatan terbaik dari yg terbaik bertemu di lingkungan ngaji,lingkungan,kesempatan terbaik dari yg terbaik bertemu di lingkungan ngaji,"['kesempatan', 'terbaik', 'yg', 'terbaik', 'bertemu', 'lingkungan', 'ngaji']",sempat baik yg baik temu lingkung ngaji,0
wah semoga program pembayaran jasa lingkungan hidup ini bisa bermanfaat buat warga sekitar dan alam juga ya,lingkungan,wah semoga program pembayaran jasa lingkungan hidup ini bisa bermanfaat buat warga sekitar dan alam juga ya,"['semoga', 'program', 'pembayaran', 'jasa', 'lingkungan', 'hidup', 'bermanfaat', 'warga', 'alam', 'ya']",moga program bayar jasa lingkung hidup manfaat warga alam ya,0
bersama kai inka berkomitmen menghadirkan transportasi publik yang ramah lingkungan dan mengurangi polusi di jabodebek inkamendunia industrikeretaapi inkamadiun inkapastikanlrtandal,fasilitas umum,bersama kai inka berkomitmen menghadirkan transportasi publik yang ramah lingkungan dan mengurangi polusi di jabodebek inkamendunia industrikeretaapi inkamadiun inkapastikanlrtandal,"['kai', 'inka', 'berkomitmen', 'menghadirkan', 'transportasi', 'publik', 'ramah', 'lingkungan', 'mengurangi', 'polusi', 'jabodebek', 'inkamendunia', 'industrikeretaapi', 'inkamadiun', 'inkapastikanlrtandal']",kai inka komitmen hadir transportasi publik ramah lingkung kurang polusi jabodebek inkamendunia industrikeretaapi inkamadiun inkapastikanlrtandal,1
gimana nggak bangga kan freeport beneran ngasih dampak positif dari sisa tambangnya buat lingkungan dan masyarakat sekitar turning waste into something valuable banget mansist,lingkungan,gimana nggak bangga kan freeport beneran ngasih dampak positif dari sisa tambangnya buat lingkungan dan masyarakat sekitar turning waste into something valuable banget mansist,"['gimana', 'nggak', 'bangga', 'freeport', 'beneran', 'ngasih', 'dampak', 'positif', 'sisa', 'tambangnya', 'lingkungan', 'masyarakat', 'turning', 'waste', 'into', 'something', 'valuable', 'banget', 'mansist']",gimana nggak bangga freeport beneran ngasih dampak positif sisa tambang lingkung masyarakat turning waste into something valuable banget mansist,0
menanam pohon merupakan investasi dengan biaya kecil namun mempunyai dampak yang besar di masa depan menanam pohon adalah investasi yang berkelanjutan dan memberikan manfaat yang sangat luas baik bagi manusia makhluk hidup lainnya maupun lingkungan,lingkungan,menanam pohon merupakan investasi dengan biaya kecil namun mempunyai dampak yang besar di masa depan menanam pohon adalah investasi yang berkelanjutan dan memberikan manfaat yang sangat luas baik bagi manusia makhluk hidup lainnya maupun lingkungan,"['menanam', 'pohon', 'investasi', 'biaya', 'dampak', 'menanam', 'pohon', 'investasi', 'berkelanjutan', 'manfaat', 'luas', 'manusia', 'makhluk', 'hidup', 'lingkungan']",tanam pohon investasi biaya dampak tanam pohon investasi lanjut manfaat luas manusia makhluk hidup lingkung,0
kami bersyukur memiliki pemimpin seperti bu khofifah yang peduli akan lingkungan,lingkungan,kami bersyukur memiliki pemimpin seperti bu khofifah yang peduli akan lingkungan,"['bersyukur', 'memiliki', 'pemimpin', 'bu', 'khofifah', 'peduli', 'lingkungan']",syukur milik pimpin bu khofifah peduli lingkung,0
lingkungan sekitar untuk korelasi antara pendidikan sama kesetiaan itu kembali lagi pada individu masingmasing gak bisa dipukul rata jadi buat pendapat kamu yang ini aku nggak setuju emang sih berbasis data tapi data nggak selalu akurat,lingkungan,lingkungan sekitar untuk korelasi antara pendidikan sama kesetiaan itu kembali lagi pada individu masingmasing gak bisa dipukul rata jadi buat pendapat kamu yang ini aku nggak setuju emang sih berbasis data tapi data nggak selalu akurat,"['lingkungan', 'korelasi', 'pendidikan', 'kesetiaan', 'individu', 'masingmasing', 'gak', 'dipukul', 'pendapat', 'nggak', 'setuju', 'emang', 'sih', 'berbasis', 'data', 'data', 'nggak', 'akurat']",lingkung korelasi didik setia individu masingmasing gak pukul dapat nggak tuju emang sih bas data data nggak akurat,0
munafik memang banyak kok tapi bukan karena islam begini begitu karena mereka insecure dengan diri sendiri dan lingkungan pertemanan ikut pemabuk ikut mabuk ikut pezina ikut zina ketemu muslim purapura pakai peci pakai jilbab,lingkungan,munafik memang banyak kok tapi bukan karena islam begini begitu karena mereka insecure dengan diri sendiri dan lingkungan pertemanan ikut pemabuk ikut mabuk ikut pezina ikut zina ketemu muslim purapura pakai peci pakai jilbab,"['munafik', 'islam', 'insecure', 'lingkungan', 'pertemanan', 'pemabuk', 'mabuk', 'pezina', 'zina', 'ketemu', 'muslim', 'purapura', 'pakai', 'peci', 'pakai', 'jilbab']",munafik islam insecure lingkung teman mabuk mabuk zina zina ketemu muslim purapura pakai peci pakai jilbab,0
tergelitik buat pakai hijab lagi tapi pas di luar urusan kantor soalnya sekali pakai hijab di lingkungan kantor pasti jadi wajib pakai di kantor cuma gue yang tidak berkerudung hahaha senior sampai heran kenapa gue nggak ditanyain soal tidak berhijab ini tapi ya sudah,lingkungan,tergelitik buat pakai hijab lagi tapi pas di luar urusan kantor soalnya sekali pakai hijab di lingkungan kantor pasti jadi wajib pakai di kantor cuma gue yang tidak berkerudung hahaha senior sampai heran kenapa gue nggak ditanyain soal tidak berhijab ini tapi ya sudah,"['tergelitik', 'pakai', 'hijab', 'pas', 'urusan', 'kantor', 'pakai', 'hijab', 'lingkungan', 'kantor', 'wajib', 'pakai', 'kantor', 'gue', 'berkerudung', 'hahaha', 'senior', 'heran', 'gue', 'nggak', 'ditanyain', 'berhijab', 'ya']",gelitik pakai hijab pas urus kantor pakai hijab lingkung kantor wajib pakai kantor gue kerudung hahaha senior heran gue nggak ditanyain hijab ya,0
narasumber bimbingan teknis dalam penguatan penyusuman klhs oleh direktorat lingkungan hidup bappenas untuk pemerintah daerah provinsi jawa tengah semarang narasumber klhs lingkunganhidup bappenas jawatengah,lingkungan,narasumber bimbingan teknis dalam penguatan penyusuman klhs oleh direktorat lingkungan hidup bappenas untuk pemerintah daerah provinsi jawa tengah semarang narasumber klhs lingkunganhidup bappenas jawatengah,"['narasumber', 'bimbingan', 'teknis', 'penguatan', 'penyusuman', 'klhs', 'direktorat', 'lingkungan', 'hidup', 'bappenas', 'pemerintah', 'daerah', 'provinsi', 'jawa', 'semarang', 'narasumber', 'klhs', 'lingkunganhidup', 'bappenas', 'jawatengah']",narasumber bimbing teknis kuat penyusuman klhs direktorat lingkung hidup bappenas perintah daerah provinsi jawa semarang narasumber klhs lingkunganhidup bappenas jawatengah,0
fokusnya adalah pada penyediaan bahan bakar berkelanjutan dan energi yang lebih ramah lingkungan termasuk bahan bakar penerbangan berkelanjutan saf dan produk lain yang mendukung dekarbonisasi,lingkungan,fokusnya adalah pada penyediaan bahan bakar berkelanjutan dan energi yang lebih ramah lingkungan termasuk bahan bakar penerbangan berkelanjutan saf dan produk lain yang mendukung dekarbonisasi,"['fokusnya', 'penyediaan', 'bahan', 'bakar', 'berkelanjutan', 'energi', 'ramah', 'lingkungan', 'bahan', 'bakar', 'penerbangan', 'berkelanjutan', 'saf', 'produk', 'mendukung', 'dekarbonisasi']",fokus sedia bahan bakar lanjut energi ramah lingkung bahan bakar terbang lanjut saf produk dukung dekarbonisasi,0
gak usah lahh buang buang air mandi tahun depan aja,polusi,gak usah lahh buang buang air mandi tahun depan aja,"['gak', 'lahh', 'buang', 'buang', 'air', 'mandi', 'aja']",gak lahh buang buang air mandi aja,3
exactly jualan buah gue terganggu karena lapaknya sering kena air hujan belum lagi kalau musim ujan penjualan ikut turun rumah bocor sana sini terus juga air sumur naik dan harus buru buru naikin pompa air ke atas biar ngga tenggelem susah jadi orang susah,polusi,exactly jualan buah gue terganggu karena lapaknya sering kena air hujan belum lagi kalau musim ujan penjualan ikut turun rumah bocor sana sini terus juga air sumur naik dan harus buru buru naikin pompa air ke atas biar ngga tenggelem susah jadi orang susah,"['exactly', 'jualan', 'buah', 'gue', 'terganggu', 'lapaknya', 'kena', 'air', 'hujan', 'musim', 'ujan', 'penjualan', 'turun', 'rumah', 'bocor', 'air', 'sumur', 'buru', 'buru', 'naikin', 'pompa', 'air', 'biar', 'ngga', 'tenggelem', 'susah', 'orang', 'susah']",exactly jual buah gue ganggu lapak kena air hujan musim ujan jual turun rumah bocor air sumur buru buru naikin pompa air biar ngga tenggelem susah orang susah,3
selain kena cipratan minyak panas ternyata kena cipratan air mendidih perih juga ya,polusi,selain kena cipratan minyak panas ternyata kena cipratan air mendidih perih juga ya,"['kena', 'cipratan', 'minyak', 'panas', 'kena', 'cipratan', 'air', 'mendidih', 'perih', 'ya']",kena ciprat minyak panas kena ciprat air didih perih ya,3
persis seperti percikan darah suasana langsung mencekam meski saat itu terang benderang air sungai yang tadinya menggenangi tiang jembatan tibatiba saja langsung menyusut entah kemana tiangtiang itu langsung berdiri dengan tegaknya,polusi,persis seperti percikan darah suasana langsung mencekam meski saat itu terang benderang air sungai yang tadinya menggenangi tiang jembatan tibatiba saja langsung menyusut entah kemana tiangtiang itu langsung berdiri dengan tegaknya,"['persis', 'percikan', 'darah', 'suasana', 'langsung', 'mencekam', 'terang', 'benderang', 'air', 'sungai', 'menggenangi', 'tiang', 'jembatan', 'tibatiba', 'langsung', 'menyusut', 'kemana', 'tiangtiang', 'langsung', 'berdiri', 'tegaknya']",persis percik darah suasana langsung cekam terang benderang air sungai genang tiang jembatan tibatiba langsung susut mana tiangtiang langsung diri tegak,3
anti fisika itu makanya bunyinya air hujan itu jatuh ke tanah bukan ke laut,polusi,anti fisika itu makanya bunyinya air hujan itu jatuh ke tanah bukan ke laut,"['anti', 'fisika', 'bunyinya', 'air', 'hujan', 'jatuh', 'tanah', 'laut']",anti fisika bunyi air hujan jatuh tanah laut,3
mereka hanya tau jika tanggul situ gintung sudah tidak lagi layak warga setempat pun tak menyangka volume air yang tinggi dapat membuat tanggul jebol secara tibatiba ditambah lagi ketika warga setempat meminta perbaikan tanggul laporan itu diabaikan begitu saja,polusi,mereka hanya tau jika tanggul situ gintung sudah tidak lagi layak warga setempat pun tak menyangka volume air yang tinggi dapat membuat tanggul jebol secara tibatiba ditambah lagi ketika warga setempat meminta perbaikan tanggul laporan itu diabaikan begitu saja,"['tau', 'tanggul', 'situ', 'gintung', 'layak', 'warga', 'menyangka', 'volume', 'air', 'tanggul', 'jebol', 'tibatiba', 'ditambah', 'warga', 'perbaikan', 'tanggul', 'laporan', 'diabaikan']",tau tanggul situ gintung layak warga sangka volume air tanggul jebol tibatiba tambah warga baik tanggul lapor abai,3
aku sebel kebiasaan ngomentarin hidup ini jadi kebiasaan sampe harus masalah aku minum air putih aja harus jadi pembicaraan yang perlu didebatkan air putih doang lho aku nggak beli aku nggak konsumsi gula nggak termasuk jajan nggak termasuk minum untuk kenikmatan semata,polusi,aku sebel kebiasaan ngomentarin hidup ini jadi kebiasaan sampe harus masalah aku minum air putih aja harus jadi pembicaraan yang perlu didebatkan air putih doang lho aku nggak beli aku nggak konsumsi gula nggak termasuk jajan nggak termasuk minum untuk kenikmatan semata,"['sebel', 'kebiasaan', 'ngomentarin', 'hidup', 'kebiasaan', 'sampe', 'minum', 'air', 'putih', 'aja', 'pembicaraan', 'didebatkan', 'air', 'putih', 'doang', 'lho', 'nggak', 'beli', 'nggak', 'konsumsi', 'gula', 'nggak', 'jajan', 'nggak', 'minum', 'kenikmatan']",sebel biasa ngomentarin hidup biasa sampe minum air putih aja bicara debat air putih doang lho nggak beli nggak konsumsi gula nggak jajan nggak minum nikmat,3
jagooan kok menangis lelai tiu mengeluarkan darah bukan air mata cepat kau bersujud di hadapan masyarakat indonesia terutama ke warga jatim utk minta maaf dan jangan lipa menggonggong utk menjilat ludah kegarangan mu,polusi,jagooan kok menangis lelai tiu mengeluarkan darah bukan air mata cepat kau bersujud di hadapan masyarakat indonesia terutama ke warga jatim utk minta maaf dan jangan lipa menggonggong utk menjilat ludah kegarangan mu,"['jagooan', 'menangis', 'lelai', 'tiu', 'mengeluarkan', 'darah', 'air', 'mata', 'cepat', 'kau', 'bersujud', 'hadapan', 'masyarakat', 'indonesia', 'warga', 'jatim', 'utk', 'maaf', 'lipa', 'menggonggong', 'utk', 'menjilat', 'ludah', 'kegarangan', 'mu']",jagooan menang lelai tiu keluar darah air mata cepat kau sujud hadap masyarakat indonesia warga jatim utk maaf lipa gonggong utk jilat ludah garang mu,3
pemerintah kota dengan kemampuannya yang terbatas tidak dapat menyelesaikan krisis ini warga terpaksa membawa air secara manual ke rumah mereka bahkan ada yang meninggalkan rumah karena letak sumber air yang jauh dari mereka,polusi,pemerintah kota dengan kemampuannya yang terbatas tidak dapat menyelesaikan krisis ini warga terpaksa membawa air secara manual ke rumah mereka bahkan ada yang meninggalkan rumah karena letak sumber air yang jauh dari mereka,"['pemerintah', 'kota', 'kemampuannya', 'terbatas', 'menyelesaikan', 'krisis', 'warga', 'terpaksa', 'membawa', 'air', 'manual', 'rumah', 'meninggalkan', 'rumah', 'letak', 'sumber', 'air']",perintah kota mampu batas selesai krisis warga paksa bawa air manual rumah tinggal rumah letak sumber air,3
pengukuhan team pemenangan partai koalisi tingkat kelurahan dan tingkat kecamatan bertempat di lapangan mataram kecamatan air naningan majukantanggamus,polusi,pengukuhan team pemenangan partai koalisi tingkat kelurahan dan tingkat kecamatan bertempat di lapangan mataram kecamatan air naningan majukantanggamus,"['pengukuhan', 'team', 'pemenangan', 'partai', 'koalisi', 'tingkat', 'kelurahan', 'tingkat', 'kecamatan', 'bertempat', 'lapangan', 'mataram', 'kecamatan', 'air', 'naningan', 'majukantanggamus']",kukuh team menang partai koalisi tingkat lurah tingkat camat tempat lapang mataram camat air naning majukantanggamus,3
bagus banget nih sejernih itu air lautnya cocok banget buat bawa keluarga ke sini sih,polusi,bagus banget nih sejernih itu air lautnya cocok banget buat bawa keluarga ke sini sih,"['bagus', 'banget', 'nih', 'sejernih', 'air', 'lautnya', 'cocok', 'banget', 'bawa', 'keluarga', 'sih']",bagus banget nih jernih air laut cocok banget bawa keluarga sih,3
laporan ke netizen saya pulang ke tanah air lu kapan pulang skrg lu di negara mana lu skrg ud di indo belom sih nah angel sudah otw pulang ya sodarasodara,polusi,laporan ke netizen saya pulang ke tanah air lu kapan pulang skrg lu di negara mana lu skrg ud di indo belom sih nah angel sudah otw pulang ya sodarasodara,"['laporan', 'netizen', 'pulang', 'tanah', 'air', 'lu', 'pulang', 'skrg', 'lu', 'negara', 'lu', 'skrg', 'ud', 'indo', 'belom', 'sih', 'angel', 'otw', 'pulang', 'ya', 'sodarasodara']",lapor netizen pulang tanah air lu pulang skrg lu negara lu skrg ud indo bom sih angel otw pulang ya sodarasodara,3
shitttt lagi pupp air gak nyala maksudnya bilang atuh kalau ada perbaikan biar pupnya kutahan,polusi,shitttt lagi pupp air gak nyala maksudnya bilang atuh kalau ada perbaikan biar pupnya kutahan,"['shitttt', 'pupp', 'air', 'gak', 'nyala', 'maksudnya', 'bilang', 'atuh', 'perbaikan', 'biar', 'pupnya', 'kutahan']",shitttt pupp air gak nyala maksud bilang atuh baik biar pupnya tahan,3
bumi air dan kekayaan alam yang terkandung didalamnya dikuasai oleh negara untuk kemakmuran rakyat,lingkungan,bumi air dan kekayaan alam yang terkandung didalamnya dikuasai oleh negara untuk kemakmuran rakyat,"['bumi', 'air', 'kekayaan', 'alam', 'terkandung', 'didalamnya', 'dikuasai', 'negara', 'kemakmuran', 'rakyat']",bumi air kaya alam kandung dalam asai negara makmur rakyat,0
rumit bin ruwet kader bangsa terbaik versi negara konoha wakanda,lainnya,rumit bin ruwet kader bangsa terbaik versi negara konoha wakanda,"['rumit', 'bin', 'ruwet', 'kader', 'bangsa', 'terbaik', 'versi', 'negara', 'konoha', 'wakanda']",rumit bin ruwet kader bangsa baik versi negara konoha wakanda,4
lu bakal tau pas lagi kekurangan air sumpah titik balik gue jadi bersyukur terhadap hujan itu pas kekurangan air baru sadar kalau ternyata keberadaan hujan tuh seberpengaruh itu sumur jadi terisi tanah pada subur pepohonan berbuah lagi udara sejuk lagi,polusi,lu bakal tau pas lagi kekurangan air sumpah titik balik gue jadi bersyukur terhadap hujan itu pas kekurangan air baru sadar kalau ternyata keberadaan hujan tuh seberpengaruh itu sumur jadi terisi tanah pada subur pepohonan berbuah lagi udara sejuk lagi,"['lu', 'tau', 'pas', 'kekurangan', 'air', 'sumpah', 'titik', 'gue', 'bersyukur', 'hujan', 'pas', 'kekurangan', 'air', 'sadar', 'keberadaan', 'hujan', 'tuh', 'seberpengaruh', 'sumur', 'terisi', 'tanah', 'subur', 'pepohonan', 'berbuah', 'udara', 'sejuk']",lu tau pas kurang air sumpah titik gue syukur hujan pas kurang air sadar ada hujan tuh pengaruh sumur isi tanah subur pohon buah udara sejuk,3
lifehack warga indo hp rusak direndem di beras kaos kaki kendor dikaretin sepatu diiket kresek pas hujan sampo abis diisi air apa lagi ya,polusi,lifehack warga indo hp rusak direndem di beras kaos kaki kendor dikaretin sepatu diiket kresek pas hujan sampo abis diisi air apa lagi ya,"['lifehack', 'warga', 'indo', 'hp', 'rusak', 'direndem', 'beras', 'kaos', 'kaki', 'kendor', 'dikaretin', 'sepatu', 'diiket', 'kresek', 'pas', 'hujan', 'sampo', 'abis', 'diisi', 'air', 'ya']",lifehack warga indo hp rusak direndem beras kaos kaki kendor dikaretin sepatu diiket kresek pas hujan sampo abis isi air ya,3
di desa tawangsari mereka nemuin jalan gelap dan potensi energi dari air kolaborasi sama sharing for caring bikin solusi yang inovatif dan bikin warga lebih aman let s go,fasilitas umum,di desa tawangsari mereka nemuin jalan gelap dan potensi energi dari air kolaborasi sama sharing for caring bikin solusi yang inovatif dan bikin warga lebih aman let s go,"['desa', 'tawangsari', 'nemuin', 'jalan', 'gelap', 'potensi', 'energi', 'air', 'kolaborasi', 'sharing', 'for', 'caring', 'bikin', 'solusi', 'inovatif', 'bikin', 'warga', 'aman', 'let', 's', 'go']",desa tawangsari nemuin jalan gelap potensi energi air kolaborasi sharing for caring bikin solusi inovatif bikin warga aman let s go,1
